Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Parents pressure state to move office A circulating petition asks that probation services for sex offenders move to a location away from school.,,2278394846,Newspapers,"Graham, Gillian"," Twitter Inc , Facebook Inc"," Copyright Portland Newspapers Aug 24, 2019", News," Aug 24, 2019",2689-5900, English, English,," Portland, Me.","Aug 24, 2019",Portland Press Herald,2019,https://www.proquest.com/newspapers/parents-pressure-state-move-office-circulating/docview/2278394846/se-2?accountid=8505,,,, B.2,," Parents & parenting , Sex offenders , Students , Councils , Petitions , Correctional treatment programs , Elementary schools , Parole & probation , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Parents+pressure+state+to+move+office+A+circulating+petition+asks+that+probation+services+for+sex+offenders+move+to+a+location+away+from+school.&amp;rft.au=Graham%2C+Gillian&amp;rft.aulast=Graham&amp;rft.aufirst=Gillian&amp;rft.date=2019-08-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
"Probation office too close to school, parents say A corrections official defends the move after it generates rumors and fears at Presumpscot Elementary.",,2277239236,Newspapers,"Lawlor, Joe"," Twitter Inc , Facebook Inc"," Copyright Portland Newspapers Aug 22, 2019", News," Aug 22, 2019",2689-5900, English, English,," Portland, Me.","Aug 22, 2019",Portland Press Herald,2019,https://www.proquest.com/newspapers/probation-office-too-close-school-parents-say/docview/2277239236/se-2?accountid=8505,,,, A.1,," Correctional treatment programs , Elementary schools , Parole & probation , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Probation+office+too+close+to+school%2C+parents+say+A+corrections+official+defends+the+move+after+it+generates+rumors+and+fears+at+Presumpscot+Elementary.&amp;rft.au=Lawlor%2C+Joe&amp;rft.aulast=Lawlor&amp;rft.aufirst=Joe&amp;rft.date=2019-08-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Cumberland startup’s app provides new tool for parole and probation,,2239456355,Newspapers,"Waite, Kristen"," Department of Justice , National Institute of Corrections , National Public Radio--NPR"," Copyright Sun Journal Jun 13, 2019", News," Jun 13, 2019",, English, English,," Lewiston, Me.","Jun 13, 2019",Sun Journal,2019,https://www.proquest.com/newspapers/cumberland-startup-s-app-provides-new-tool-parole/docview/2239456355/se-2?accountid=8505,,,, n/a,," Ankle , Communication , Correctional treatment programs , Smartphones , Drug testing , Alcohol , Imprisonment , Startups , New Mexico , United States--US , Maine , Illinois , Colorado , Maryland , California , Hawaii",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Cumberland+startup%26rsquo%3Bs+app+provides+new+tool+for+parole+and+probation&amp;rft.au=Waite%2C+Kristen&amp;rft.aulast=Waite&amp;rft.aufirst=Kristen&amp;rft.date=2019-06-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"Cumberland startup develops tool for parole and probation Call2Test developed an app that alerts people on probation or parole of drug tests and mandated appointments. Its founder hopes to roll out the app in Maine, as he's done in 29 other states.",,2238899809,Newspapers,"Waite, Kristen"," Department of Justice , National Institute of Corrections , National Public Radio--NPR"," Copyright Portland Newspapers Jun 13, 2019", News," Jun 13, 2019",2689-5900, English, English,," Portland, Me.","Jun 13, 2019",Portland Press Herald,2019,https://www.proquest.com/newspapers/cumberland-startup-develops-tool-parole-probation/docview/2238899809/se-2?accountid=8505,,,, B.2,," Ankle , Communication , Correctional treatment programs , Smartphones , Drug testing , Alcohol , Imprisonment , Startups , New Mexico , United States--US , Maine , Illinois , Colorado , Maryland , California , Hawaii",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Cumberland+startup+develops+tool+for+parole+and+probation+Call2Test+developed+an+app+that+alerts+people+on+probation+or+parole+of+drug+tests+and+mandated+appointments.+Its+founder+hopes+to+roll+out+the+app+in+Maine%2C+as+he%27s+done+in+29+other+states.&amp;rft.au=Waite%2C+Kristen&amp;rft.aulast=Waite&amp;rft.aufirst=Kristen&amp;rft.date=2019-06-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Auburn man sent back to prison for violating terms of manslaughter probation,,2234846425,Newspapers,"Williams, Christopher",," Copyright Sun Journal Jun 4, 2019", News," Jun 4, 2019",, English, English,," Lewiston, Me.","Jun 4, 2019",Sun Journal,2019,https://www.proquest.com/newspapers/auburn-man-sent-back-prison-violating-terms/docview/2234846425/se-2?accountid=8505,,,, n/a,," Sex offenders , Sex crimes , Manslaughter , Correctional treatment programs",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Auburn+man+sent+back+to+prison+for+violating+terms+of+manslaughter+probation&amp;rft.au=Williams%2C+Christopher&amp;rft.aulast=Williams&amp;rft.aufirst=Christopher&amp;rft.date=2019-06-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Auburn man who pushed woman off bridge to her death in 1998 sent back to prison for violating probation,,2234535374,Newspapers,"Burns, Christopher",, Copyright 2019 Bangor Daily News, News," Jun 4, 2019",0892-8738, English, English,," Bangor, Me.","Jun 4, 2019",Bangor Daily News,2019,https://www.proquest.com/newspapers/auburn-man-who-pushed-woman-off-bridge-her-death/docview/2234535374/se-2?accountid=8505,,,,,," Criminal sentences , Alcohol , Sex crimes , Manslaughter , Parole & probation , State court decisions , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Auburn+man+who+pushed+woman+off+bridge+to+her+death+in+1998+sent+back+to+prison+for+violating+probation&amp;rft.au=Burns%2C+Christopher&amp;rft.aulast=Burns&amp;rft.aufirst=Christopher&amp;rft.date=2019-06-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Auburn man sent back to prison for violating terms of manslaughter probation,,2234292762,Newspapers,"Williams, Christopher",," Copyright Sun Journal Jun 3, 2019", News," Jun 3, 2019",, English, English,," Lewiston, Me.","Jun 3, 2019",Sun Journal,2019,https://www.proquest.com/newspapers/auburn-man-sent-back-prison-violating-terms/docview/2234292762/se-2?accountid=8505,,,, n/a,," Sex offenders , Sex crimes , Manslaughter , Correctional treatment programs",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Auburn+man+sent+back+to+prison+for+violating+terms+of+manslaughter+probation&amp;rft.au=Williams%2C+Christopher&amp;rft.aulast=Williams&amp;rft.aufirst=Christopher&amp;rft.date=2019-06-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"Convicted bigamist who avoided jail time back on the run Police in New Hampshire issued an arrest warrant for Michael Middleton, whose most recent address was in Maine, for leaving a transitional housing program without notifying his probation officer.",,2222452648,Newspapers,"Russell, Eric", Twitter Inc," Copyright Portland Newspapers May 10, 2019", News," May 10, 2019",2689-5900, English, English,," Portland, Me.","May 10, 2019",Portland Press Herald,2019,https://www.proquest.com/newspapers/convicted-bigamist-who-avoided-jail-time-back-on/docview/2222452648/se-2?accountid=8505,,,, B.2,," Criminal sentences , Indictments , Convictions , Domestic violence , Probation officers , Parole & probation , New Hampshire , Alabama , Ohio , Maine , Kentucky , Georgia",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Convicted+bigamist+who+avoided+jail+time+back+on+the+run+Police+in+New+Hampshire+issued+an+arrest+warrant+for+Michael+Middleton%2C+whose+most+recent+address+was+in+Maine%2C+for+leaving+a+transitional+housing+program+without+notifying+his+probation+officer.&amp;rft.au=Russell%2C+Eric&amp;rft.aulast=Russell&amp;rft.aufirst=Eric&amp;rft.date=2019-05-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Texas parole board denies early release to woman who murdered Maine native,,2222693878,Newspapers,"Sambides, Nick, Jr"," Facebook Inc , Department of the Air Force", Copyright 2019 Bangor Daily News, News," May 9, 2019",0892-8738, English, English,," Bangor, Me.","May 9, 2019",Bangor Daily News,2019,https://www.proquest.com/newspapers/texas-parole-board-denies-early-release-woman-who/docview/2222693878/se-2?accountid=8505,,,,,," Parole boards , Domestic violence , Murders & murder attempts , Texas , United States--US , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Texas+parole+board+denies+early+release+to+woman+who+murdered+Maine+native&amp;rft.au=Sambides%2C+Nick%2C+Jr&amp;rft.aulast=Sambides&amp;rft.aufirst=Nick&amp;rft.date=2019-05-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Man who killed teen in 1973 denied parole Michael M. Boucher Sr. will serve five more years in prison.,,2220588450,Newspapers,"Lowell, Jessica"," State Prison-Maine , Twitter Inc , Parents of Murdered Children"," Copyright Portland Newspapers May 7, 2019", News," May 7, 2019",2689-5900, English, English,," Portland, Me.","May 7, 2019",Portland Press Herald,2019,https://www.proquest.com/newspapers/man-who-killed-teen-1973-denied-parole-michael-m/docview/2220588450/se-2?accountid=8505,,,, B.2,," Criminal sentences , Indictments , Parole boards , Hatch, Richard , Connecticut , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Man+who+killed+teen+in+1973+denied+parole+Michael+M.+Boucher+Sr.+will+serve+five+more+years+in+prison.&amp;rft.au=Lowell%2C+Jessica&amp;rft.aulast=Lowell&amp;rft.aufirst=Jessica&amp;rft.date=2019-05-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
New treatment group for those on probation,,2211973150,Newspapers,,, Copyright 2019 Bangor Daily News, News," Apr 22, 2019",0892-8738, English, English,," Bangor, Me.","Apr 22, 2019",Bangor Daily News,2019,https://www.proquest.com/newspapers/new-treatment-group-those-on-probation/docview/2211973150/se-2?accountid=8505,,,,,," Parole & probation , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=New+treatment+group+for+those+on+probation&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2019-04-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Hampden woman sentenced to 5 years probation for sham marriage,,2202811232,Newspapers,"Harrison, Judy",, Copyright 2019 Bangor Daily News, News," Apr 4, 2019",0892-8738, English, English,," Bangor, Me.","Apr 4, 2019",Bangor Daily News,2019,https://www.proquest.com/newspapers/hampden-woman-sentenced-5-years-probation-sham/docview/2202811232/se-2?accountid=8505,,,,,," Conspiracy , Criminal investigations , National security , Marriage , Parole & probation , Fraud , Nepal , California , United States--US , North Carolina , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Hampden+woman+sentenced+to+5+years+probation+for+sham+marriage&amp;rft.au=Harrison%2C+Judy&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2019-04-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
State licensing board puts local neurologist on probation,"According to the board, Bobker prescribed his girlfriend, who is now his wife, olanzapine, an antipsychotic drug typically used to treat schizophrenia but that can cause drowsiness. The board lifted Bobker’s suspension and placed him on probation for five years, requiring him to be monitored, get psychiatric care and cognitive behavioral therapy for insomnia, undergo a neuropsychological evaluation and practice medicine with at least one other licensed doctor. The board said it would immediately suspend Bobker’s medical license if he tests positive for alcohol or any drug not prescribed to him, if he prescribes medication to himself or a family member or if he obtains medication fraudulently.",2185762695,Newspapers,"Tice, Lindsay",," Copyright Sun Journal Feb 25, 2019", News," Feb 25, 2019",, English, English,," Lewiston, Me.","Feb 25, 2019",Sun Journal,2019,https://www.proquest.com/newspapers/state-licensing-board-puts-local-neurologist-on/docview/2185762695/se-2?accountid=8505,,,, n/a,," Agreements , Consent decrees , Licensing , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=State+licensing+board+puts+local+neurologist+on+probation&amp;rft.au=Tice%2C+Lindsay&amp;rft.aulast=Tice&amp;rft.aufirst=Lindsay&amp;rft.date=2019-02-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Man who admitted brandishing gun on Navy land gets probation,,2176774050,Newspapers,"Harrison, Judy"," Appalachian Trail , Department of the Navy", Copyright 2019 Bangor Daily News, News," Feb 7, 2019",0892-8738, English, English,," Bangor, Me.","Feb 7, 2019",Bangor Daily News,2019,https://www.proquest.com/newspapers/man-who-admitted-brandishing-gun-on-navy-land/docview/2176774050/se-2?accountid=8505,,,,,," Public prosecutors , Tennessee , Largay, Geraldine , United States--US , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Man+who+admitted+brandishing+gun+on+Navy+land+gets+probation&amp;rft.au=Harrison%2C+Judy&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2019-02-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Former Maine trooper who was convicted for sex crimes with teen jailed for violating probation,,2124150923,Newspapers,"Brogan, Beth", Facebook Inc, Copyright 2018 Bangor Daily News, News," Oct 22, 2018",0892-8738, English, English,," Bangor, Me.","Oct 22, 2018",Bangor Daily News,2018,https://www.proquest.com/newspapers/former-maine-trooper-who-was-convicted-sex-crimes/docview/2124150923/se-2?accountid=8505,,,,,," Sex crimes , Probation officers , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Former+Maine+trooper+who+was+convicted+for+sex+crimes+with+teen+jailed+for+violating+probation&amp;rft.au=Brogan%2C+Beth&amp;rft.aulast=Brogan&amp;rft.aufirst=Beth&amp;rft.date=2018-10-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"Portland bookie associate is sentenced to probation William Flynn, 77, could have received a prison term of up to five years for unlawful gambling.",,2120072898,Newspapers,"Doyle, Megan"," Twitter Inc , Federal Bureau of Investigation--FBI , District Court-US"," Copyright Portland Newspapers Oct 16, 2018", News," Oct 16, 2018",2689-5900, English, English,," Portland, Me.","Oct 16, 2018",Portland Press Herald,2018,https://www.proquest.com/newspapers/portland-bookie-associate-is-sentenced-probation/docview/2120072898/se-2?accountid=8505,,,, B.2,," Criminal sentences , Gambling , Court hearings & proceedings , Criminal investigations , Criminal pleas , Parole & probation , Professional hockey , United States--US , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Portland+bookie+associate+is+sentenced+to+probation+William+Flynn%2C+77%2C+could+have+received+a+prison+term+of+up+to+five+years+for+unlawful+gambling.&amp;rft.au=Doyle%2C+Megan&amp;rft.aulast=Doyle&amp;rft.aufirst=Megan&amp;rft.date=2018-10-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
